select * from quality.m_fab_dcop_met where eqp_id = 'GHGQ18' and step_id in ('ERT6543VFE', 'ERT6543VFE')	GHGQ18 eqp id 중에서 step이 ERT6543VFE 이거나 ERT6543VFE 관련 결과만 조회하라
select * from quality.m_fab_dcop_met where area = 'PIHU' and eqp_id in ('ELOE83', 'ELOE83')	PIHU area 중에서 eqp id이 ELOE83 이거나 ELOE83 관련 결과만 조회하라
select * from quality.m_fab_dcop_met where part_id = 'K9GFGD8J0B-PXT' and root_lot_id in ('HAHC92', 'HAHC92')	K9GFGD8J0B-PXT 제품 아이디 중에서 루트 랏이 HAHC92 이거나 HAHC92 관련 결과만 조회하라
select * from quality.m_fab_dcop_met where eqp_id = 'PTV592' and line_id in ('PFBP', 'PFBP')	PTV592 eqp id 중에서 line id이 PFBP 이거나 PFBP 관련 결과만 조회하라
select * from quality.m_fab_dcop_met where step_id = 'TUMER486' and dcol_operator in ('AUTO', 'AUTO')	TUMER486 step id 중에서 작업자이 AUTO 이거나 AUTO 관련 결과만 조회하라
select * from quality.m_fab_tracking where eqp_type = 'DPNANL' and eqp_model in ('W_SMS_H8CF', 'W_SMS_H8CF')	DPNANL equipment type 중에서 설비 모델이 W_SMS_H8CF 이거나 W_SMS_H8CF 관련 결과만 조회하라
select * from quality.m_fab_tracking where foup_id = 'PJ03453' and owning_line_id in ('KFBH', 'KFBH')	PJ03453 foup 중에서 공정 시작 라인 id이 KFBH 이거나 KFBH 관련 결과만 조회하라
select * from quality.m_fab_tracking where ppid = 'RSB_POLY8_SP' and eqp_id in ('TRZHZ02', 'TRZHZ02')	RSB_POLY8_SP 레시피 아이디 중에서 eqp id이 TRZHZ02 이거나 TRZHZ02 관련 결과만 조회하라
select * from quality.m_fab_tracking where wafer_id = '18' and foup_id in ('131502S', '131502S')	18 웨이퍼 중에서 풉 id이 131502S 이거나 131502S 관련 결과만 조회하라
select * from quality.m_fab_tracking where area = 'METAL' and chamber_id in ('58', '58')	METAL 공정 중에서 챔버 id이 58 이거나 58 관련 결과만 조회하라
select * from quality.m_fab_tracking where part_id = 'K4A8G085WD-GZE' and foup_id in ('M11G3024', 'M11G3024')	K4A8G085WD-GZE 제품 id 중에서 foup이 M11G3024 이거나 M11G3024 관련 결과만 조회하라
select * from quality.m_defect_summary where eqp_id = 'MDFM51' and wafer_id in ('15', '15')	MDFM51 설비 중에서 웨이퍼 아이디이 15 이거나 15 관련 결과만 조회하라
select * from quality.m_defect_summary where chamber_id = '1' and wafer_id in ('7', '7')	1 챔버 중에서 wafer 아이디이 7 이거나 7 관련 결과만 조회하라
select * from quality.m_defect_summary where root_lot_id = 'CKHR40' and recipe_id in ('PNHA4999', 'PNHA4999')	CKHR40 루트 랏 중에서 recipe id이 PNHA4999 이거나 PNHA4999 관련 결과만 조회하라
select * from quality.m_defect_summary where recipe_id = 'LA123320' and chamber_id in ('2', '2')	LA123320 recipe 중에서 chamber id이 2 이거나 2 관련 결과만 조회하라
select * from quality.m_defect_summary where eqp_id = 'MDIHZ04' and root_lot_id in ('HYG1D1', 'HYG1D1')	MDIHZ04 설비 아이디 중에서 root lot id이 HYG1D1 이거나 HYG1D1 관련 결과만 조회하라
select * from quality.m_defect_summary where chamber_id = 'A' and root_lot_id in ('CKH711', 'CKH711')	A chamber 중에서 root lot이 CKH711 이거나 CKH711 관련 결과만 조회하라
select * from quality.m_defect_chip where part_id = 'K4A8G085WC-JAF' and wafer_id in ('2', '2')	K4A8G085WC-JAF 제품 중에서 wafer id이 2 이거나 2 관련 결과만 조회하라
select * from quality.m_defect_chip where step_seq = 'TH140028' and wafer_id in ('17', '17')	TH140028 step seq 중에서 wafer이 17 이거나 17 관련 결과만 조회하라
select * from quality.m_defect_chip where part_id = 'K4G80325FC-JCI' and reticle_id in ('JLBJB6G0R4', 'JLBJB6G0R4')	K4G80325FC-JCI 제품 아이디 중에서 레티클이 JLBJB6G0R4 이거나 JLBJB6G0R4 관련 결과만 조회하라
select * from quality.m_defect_chip where lot_id = 'GHH090.1' and root_lot_id in ('JQHZ14', 'JQHZ14')	GHH090.1 랏 아이디 중에서 루트 랏이 JQHZ14 이거나 JQHZ14 관련 결과만 조회하라
select * from quality.m_defect_chip where wafer_id = '19' and lot_id in ('GEHA24.1', 'GEHA24.1')	19 웨이퍼 아이디 중에서 랏 id이 GEHA24.1 이거나 GEHA24.1 관련 결과만 조회하라
select * from quality.m_defect_chip where process_id = 'KPLB' and step_seq in ('SN035576', 'SN035576')	KPLB 공법 id 중에서 스텝 시퀀스이 SN035576 이거나 SN035576 관련 결과만 조회하라
select * from quality.m_eds_bin where process_id = 'FDEE' and root_lot_id in ('EDH343', 'EDH343')	FDEE 공법 id 중에서 루트 랏이 EDH343 이거나 EDH343 관련 결과만 조회하라
select * from quality.m_eds_bin where wafer_id = '6' and part_id in ('K9AHGY8J0M-HDY', 'K9AHGY8J0M-HDY')	6 웨이퍼 중에서 제품 아이디이 K9AHGY8J0M-HDY 이거나 K9AHGY8J0M-HDY 관련 결과만 조회하라
select * from quality.m_eds_bin where root_lot_id = 'PGF582' and eqp_id in ('TATHJ05', 'TATHJ05')	PGF582 루트 랏 id 중에서 설비이 TATHJ05 이거나 TATHJ05 관련 결과만 조회하라
select * from quality.m_eds_bin where eqp_id = 'TATHJ05' and wafer_id in ('10', '10')	TATHJ05 eds eqp id 중에서 wafer이 10 이거나 10 관련 결과만 조회하라
select * from quality.m_eds_bin where part_id = 'K203D03RF-LRF' and root_lot_id in ('GHGQ30', 'GHGQ30')	K203D03RF-LRF 제품 아이디 중에서 루트 랏 아이디이 GHGQ30 이거나 GHGQ30 관련 결과만 조회하라
select * from quality.m_eds_bin where wafer_id = '1' and root_lot_id in ('PGF582', 'PGF582')	1 wafer 아이디 중에서 root lot id이 PGF582 이거나 PGF582 관련 결과만 조회하라
select * from quality.m_eds_chip_bin where step_seq = 'EDS_XP' and lot_id in ('MHKA37', 'MHKA37')	EDS_XP eds 공정 중에서 랏 id이 MHKA37 이거나 MHKA37 관련 결과만 조회하라
select * from quality.m_eds_chip_bin where lot_id = 'GEHA24.1' and root_lot_id in ('XDF112', 'XDF112')	GEHA24.1 lot 중에서 root lot id이 XDF112 이거나 XDF112 관련 결과만 조회하라
select * from quality.m_eds_chip_bin where step_seq = 'EDS_ZX' and root_lot_id in ('PPD035', 'PPD035')	EDS_ZX step 중에서 root lot이 PPD035 이거나 PPD035 관련 결과만 조회하라
select * from quality.m_eds_chip_bin where process_id = 'PPFP' and step_seq in ('EDS_F', 'EDS_F')	PPFP 공법 아이디 중에서 eds step seq이 EDS_F 이거나 EDS_F 관련 결과만 조회하라
select * from quality.m_eds_chip_bin where process_id = 'ZDFQ' and lot_id in ('HAHC92.1', 'HAHC92.1')	ZDFQ process id 중에서 lot이 HAHC92.1 이거나 HAHC92.1 관련 결과만 조회하라
select * from quality.m_eds_chip_measure where step_seq = 'EDS_CV' and item_type in ('FXA', 'FXA')	EDS_CV step seq 중에서 item type이 FXA 이거나 FXA 관련 결과만 조회하라
select * from quality.m_eds_chip_measure where root_lot_id = 'PLDX20' and lot_id in ('EUH002.1', 'EUH002.1')	PLDX20 루트 랏 중에서 lot id이 EUH002.1 이거나 EUH002.1 관련 결과만 조회하라
select * from quality.m_eds_chip_measure where item_id = 'FBT3910_9' and root_lot_id in ('PLC2E3', 'PLC2E3')	FBT3910_9 계측 항목 중에서 루트랏이 PLC2E3 이거나 PLC2E3 관련 결과만 조회하라
select * from quality.m_eds_chip_measure where process_id = 'PPKL' and step_seq in ('EDS_P', 'EDS_P')	PPKL 공법 중에서 step이 EDS_P 이거나 EDS_P 관련 결과만 조회하라
select * from quality.m_eds_chip_measure where root_lot_id = 'PLSD12' and step_seq in ('EDS_EW', 'EDS_EW')	PLSD12 root lot 중에서 step이 EDS_EW 이거나 EDS_EW 관련 결과만 조회하라
select * from quality.m_eds_chip_measure where process_id = 'PPZC' and item_id in ('FBT3902_4', 'FBT3902_4')	PPZC process 중에서 계측 항목이 FBT3902_4 이거나 FBT3902_4 관련 결과만 조회하라
select * from quality.m_eds_measure where test_type = 'NORMAL' and lot_id in ('HAHC92.1', 'HAHC92.1')	NORMAL test type 중에서 랏 id이 HAHC92.1 이거나 HAHC92.1 관련 결과만 조회하라
select * from quality.m_eds_measure where part_id = 'K4EROFW029-VZS' and step_seq in ('EDS_EW', 'EDS_EW')	K4EROFW029-VZS 제품 중에서 step seq이 EDS_EW 이거나 EDS_EW 관련 결과만 조회하라
select * from quality.m_eds_measure where root_lot_id = 'TWEQ301' and probe_card_id in ('M1494S123', 'M1494S123')	TWEQ301 root lot 중에서 probe card id이 M1494S123 이거나 M1494S123 관련 결과만 조회하라
select * from quality.m_eds_measure where part_id = 'K4B4G1646D-WCK' and lot_id in ('HYH671.1', 'HYH671.1')	K4B4G1646D-WCK 제품 중에서 lot이 HYH671.1 이거나 HYH671.1 관련 결과만 조회하라
select * from quality.m_eds_measure where lot_id = 'GEHA24.1' and test_type in ('NORMAL', 'NORMAL')	GEHA24.1 랏 중에서 테스트 type이 NORMAL 이거나 NORMAL 관련 결과만 조회하라
select * from master.m_fab_item_met where line_id = 'QVXS' and item_id in ('E1_RAW_MAX_Y', 'E1_RAW_MAX_Y')	QVXS 라인 아이디 중에서 아이템이 E1_RAW_MAX_Y 이거나 E1_RAW_MAX_Y 관련 결과만 보여줘
select * from master.m_fab_item_met where item_id = 'CD1' and subitem_id in ('S10', 'S10')	CD1 계측 아이템 항목 중에서 subitem id이 S10 이거나 S10 관련 결과만 보여줘
select * from master.m_fab_item_met where subitem_id = 'RANGE' and item_id in ('REPEAT_NV', 'REPEAT_NV')	RANGE 세부 계측 아이템 중에서 아이템 아이디이 REPEAT_NV 이거나 REPEAT_NV 관련 결과만 보여줘
select * from master.m_fab_item_met where line_id = 'KLUN' and step_seq in ('TQ080348', 'TQ080348')	KLUN line id 중에서 스텝 seq이 TQ080348 이거나 TQ080348 관련 결과만 보여줘
select * from master.m_fab_item_met where step_seq = 'TQ080348' and subitem_id in ('MIN', 'MIN')	TQ080348 step seq 중에서 subitem id이 MIN 이거나 MIN 관련 결과만 보여줘
select * from quality.m_fab_dcop_met where part_id = 'K4F8E164HM-HAB' and area in ('BXE', 'BXE')	K4F8E164HM-HAB 제품 id 중에서 공정 설비이 BXE 이거나 BXE 관련 결과만 보여줘
select * from quality.m_fab_dcop_met where eqp_id = 'GHGQ18' and dcol_operator in ('AUTO', 'AUTO')	GHGQ18 설비 중에서 operator이 AUTO 이거나 AUTO 관련 결과만 보여줘
select * from quality.m_fab_dcop_met where lot_id = 'HYG1D1.1' and root_lot_id in ('TVXW203', 'TVXW203')	HYG1D1.1 lot id 중에서 루트랏이 TVXW203 이거나 TVXW203 관련 결과만 보여줘
select * from quality.m_fab_dcop_met where eqp_id = 'PTV592' and line_id in ('KFBH', 'KFBH')	PTV592 설비 아이디 중에서 라인이 KFBH 이거나 KFBH 관련 결과만 보여줘
select * from quality.m_fab_dcop_met where lot_id = 'GHGQ18.1' and wafer_id in ('23', '23')	GHGQ18.1 lot 중에서 wafer 아이디이 23 이거나 23 관련 결과만 보여줘
select * from quality.m_fab_dcop_met where wafer_id = '20' and line_id in ('EOVI', 'EOVI')	20 wafer 아이디 중에서 line id이 EOVI 이거나 EOVI 관련 결과만 보여줘
select * from quality.m_fab_tracking where eqp_type = 'PSPINF' and chamber_id in ('EX2', 'EX2')	PSPINF eqp type 중에서 챔버 id이 EX2 이거나 EX2 관련 결과만 보여줘
select * from quality.m_fab_tracking where eqp_type = 'PMAINF' and eqp_id in ('WTOGQB1', 'WTOGQB1')	PMAINF 설비 type 중에서 설비이 WTOGQB1 이거나 WTOGQB1 관련 결과만 보여줘
select * from quality.m_fab_tracking where line_id = 'KFBC' and eqp_id in ('WTOGQB1', 'WTOGQB1')	KFBC 라인 id 중에서 설비 id이 WTOGQB1 이거나 WTOGQB1 관련 결과만 보여줘
select * from quality.m_fab_tracking where line_id = 'KFM2' and process_id in ('KJLY', 'KJLY')	KFM2 라인 아이디 중에서 공법 id이 KJLY 이거나 KJLY 관련 결과만 보여줘
select * from quality.m_fab_tracking where lot_id = 'G2G024.1' and owning_line_id in ('PFBP', 'PFBP')	G2G024.1 랏 중에서 owning line id이 PFBP 이거나 PFBP 관련 결과만 보여줘
select * from quality.m_fab_tracking where chamber_id = '6' and line_id in ('KFE5', 'KFE5')	6 챔버 중에서 라인이 KFE5 이거나 KFE5 관련 결과만 보여줘
select * from quality.m_defect_summary where recipe_id = 'PNHA4999' and wafer_id in ('15', '15')	PNHA4999 레시피 중에서 웨이퍼 아이디이 15 이거나 15 관련 결과만 보여줘
select * from quality.m_defect_summary where wafer_id = '8' and eqp_id in ('MBFM52', 'MBFM52')	8 wafer id 중에서 설비이 MBFM52 이거나 MBFM52 관련 결과만 보여줘
select * from quality.m_defect_summary where root_lot_id = 'HYG1D1' and recipe_id in ('PMG07436', 'PMG07436')	HYG1D1 루트 랏 중에서 레시피 아이디이 PMG07436 이거나 PMG07436 관련 결과만 보여줘
select * from quality.m_defect_summary where root_lot_id = 'CKH711' and eqp_id in ('QISE07', 'QISE07')	CKH711 루트 랏 중에서 설비 id이 QISE07 이거나 QISE07 관련 결과만 보여줘
select * from quality.m_defect_summary where root_lot_id = 'G2G024' and chamber_id in ('B', 'B')	G2G024 루트랏 중에서 챔버 id이 B 이거나 B 관련 결과만 보여줘
select * from quality.m_defect_chip where step_seq = 'LY300050' and part_id in ('K4A8G085WC-JAF', 'K4A8G085WC-JAF')	LY300050 step sequence 중에서 제품이 K4A8G085WC-JAF 이거나 K4A8G085WC-JAF 관련 결과만 보여줘
select * from quality.m_defect_chip where step_seq = 'MK057040' and lot_id in ('HAHC92.1', 'HAHC92.1')	MK057040 스텝 시퀀스 중에서 랏 id이 HAHC92.1 이거나 HAHC92.1 관련 결과만 보여줘
select * from quality.m_defect_chip where lot_id = 'GEHA24.1' and root_lot_id in ('GHH090', 'GHH090')	GEHA24.1 lot 중에서 루트 랏 id이 GHH090 이거나 GHH090 관련 결과만 보여줘
select * from quality.m_defect_chip where wafer_id = '10' and reticle_id in ('JLBJB6G0R4', 'JLBJB6G0R4')	10 웨이퍼 중에서 레티클 아이디이 JLBJB6G0R4 이거나 JLBJB6G0R4 관련 결과만 보여줘
select * from quality.m_defect_chip where part_id = 'K4G80325FC-JCI' and process_id in ('KPLB', 'KPLB')	K4G80325FC-JCI 제품 아이디 중에서 process이 KPLB 이거나 KPLB 관련 결과만 보여줘
select * from quality.m_eds_bin where process_id = 'ZDFQ' and root_lot_id in ('MHHF51', 'MHHF51')	ZDFQ 공법 id 중에서 root lot id이 MHHF51 이거나 MHHF51 관련 결과만 보여줘
select * from quality.m_eds_bin where part_id = 'K203D23AD-CGR' and eqp_id in ('MYEGA21', 'MYEGA21')	K203D23AD-CGR 제품 중에서 eqp id이 MYEGA21 이거나 MYEGA21 관련 결과만 보여줘
select * from quality.m_eds_bin where root_lot_id = 'HAGA63' and process_id in ('XMFH', 'XMFH')	HAGA63 root lot 중에서 공법 id이 XMFH 이거나 XMFH 관련 결과만 보여줘
select * from quality.m_eds_bin where eqp_id = 'TD1471' and wafer_id in ('9', '9')	TD1471 설비 중에서 웨이퍼 아이디이 9 이거나 9 관련 결과만 보여줘
select * from quality.m_eds_bin where wafer_id = '13' and root_lot_id in ('JBGH06', 'JBGH06')	13 wafer 아이디 중에서 root lot이 JBGH06 이거나 JBGH06 관련 결과만 보여줘
select * from quality.m_eds_chip_bin where process_id = 'XMFH' and step_seq in ('EDS_FP', 'EDS_FP')	XMFH 공법 중에서 eds 공정이 EDS_FP 이거나 EDS_FP 관련 결과만 보여줘
select * from quality.m_eds_chip_bin where step_seq = 'EDS_G' and process_id in ('DREW', 'DREW')	EDS_G eds step 중에서 process id이 DREW 이거나 DREW 관련 결과만 보여줘
select * from quality.m_eds_chip_bin where lot_id = 'MHKA37' and root_lot_id in ('ASDF20', 'ASDF20')	MHKA37 랏 중에서 루트랏이 ASDF20 이거나 ASDF20 관련 결과만 보여줘
select * from quality.m_eds_chip_bin where step_seq = 'EDS_FP' and lot_id in ('HYH671.1', 'HYH671.1')	EDS_FP step 중에서 lot id이 HYH671.1 이거나 HYH671.1 관련 결과만 보여줘
select * from quality.m_eds_chip_measure where lot_id = 'JIG031.1' and item_type in ('FDS', 'FDS')	JIG031.1 lot 중에서 item type이 FDS 이거나 FDS 관련 결과만 보여줘
select * from quality.m_eds_chip_measure where root_lot_id = 'PLC2E3' and item_type in ('FDS', 'FDS')	PLC2E3 루트 랏 id 중에서 item type이 FDS 이거나 FDS 관련 결과만 보여줘
select * from quality.m_eds_chip_measure where root_lot_id = 'PLOP90' and lot_id in ('HYG1D1.1', 'HYG1D1.1')	PLOP90 루트 랏 아이디 중에서 lot이 HYG1D1.1 이거나 HYG1D1.1 관련 결과만 보여줘
select * from quality.m_eds_chip_measure where item_id = 'FBT3902_4' and step_seq in ('EDS_EW', 'EDS_EW')	FBT3902_4 eds 칩 테스트 항목 중에서 step이 EDS_EW 이거나 EDS_EW 관련 결과만 보여줘
select * from quality.m_eds_chip_measure where process_id = 'PPGH' and root_lot_id in ('PLXS12', 'PLXS12')	PPGH 공법 아이디 중에서 루트 랏이 PLXS12 이거나 PLXS12 관련 결과만 보여줘
select * from quality.m_eds_measure where step_seq = 'EDS_FP' and test_type in ('NORMAL', 'NORMAL')	EDS_FP step seq 중에서 테스트 타입이 NORMAL 이거나 NORMAL 관련 결과만 보여줘
select * from quality.m_eds_measure where lot_id = 'EUH002.1' and root_lot_id in ('XRW123', 'XRW123')	EUH002.1 랏 id 중에서 루트랏이 XRW123 이거나 XRW123 관련 결과만 보여줘
select * from quality.m_eds_measure where part_id = 'K4QW0290FD-CZX' and step_seq in ('EDS_ZX', 'EDS_ZX')	K4QW0290FD-CZX 제품 id 중에서 eds 공정이 EDS_ZX 이거나 EDS_ZX 관련 결과만 보여줘
select * from quality.m_eds_measure where test_type = 'NORMAL' and root_lot_id in ('ZXV412', 'ZXV412')	NORMAL 테스트 type 중에서 루트 랏 id이 ZXV412 이거나 ZXV412 관련 결과만 보여줘
